,file,size(byte),size(B),size(MB),size(GB),atime,mtime,ctime
671,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_234.txt,77,9.6,1.2,0.15,2022-08-21 11:52:38,2022-08-21 11:52:38,2022-08-21 11:52:38
672,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_235.txt,77,9.6,1.2,0.15,2022-08-21 12:01:28,2022-08-21 12:01:28,2022-08-21 12:01:28
673,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_236.txt,77,9.6,1.2,0.15,2022-08-21 12:02:46,2022-08-21 12:02:46,2022-08-21 12:02:46
674,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_237.txt,77,9.6,1.2,0.15,2022-08-21 12:05:16,2022-08-21 12:05:16,2022-08-21 12:05:16
675,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_238.txt,77,9.6,1.2,0.15,2022-08-21 12:07:28,2022-08-21 12:07:28,2022-08-21 12:07:28
676,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_239.txt,77,9.6,1.2,0.15,2022-08-21 12:07:45,2022-08-21 12:07:45,2022-08-21 12:07:45
677,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_240.txt,78,9.8,1.22,0.152,2022-08-21 12:08:31,2022-08-21 12:08:31,2022-08-21 12:08:31
678,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_241.txt,78,9.8,1.22,0.152,2022-08-21 12:08:44,2022-08-21 12:08:44,2022-08-21 12:08:44
679,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_242.txt,77,9.6,1.2,0.15,2022-08-21 12:09:28,2022-08-21 12:09:28,2022-08-21 12:09:28
680,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_243.txt,77,9.6,1.2,0.15,2022-08-21 12:09:39,2022-08-21 12:09:39,2022-08-21 12:09:39
681,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_244.txt,77,9.6,1.2,0.15,2022-08-21 12:11:49,2022-08-21 12:11:49,2022-08-21 12:11:49
682,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_245.txt,77,9.6,1.2,0.15,2022-08-21 12:14:07,2022-08-21 12:14:07,2022-08-21 12:14:07
683,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_246.txt,77,9.6,1.2,0.15,2022-08-21 12:14:46,2022-08-21 12:14:46,2022-08-21 12:14:46
684,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_247.txt,77,9.6,1.2,0.15,2022-08-21 12:16:53,2022-08-21 12:16:53,2022-08-21 12:16:53
685,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_248.txt,77,9.6,1.2,0.15,2022-08-21 12:17:10,2022-08-21 12:17:10,2022-08-21 12:17:10
686,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_249.txt,77,9.6,1.2,0.15,2022-08-21 12:17:26,2022-08-21 12:17:26,2022-08-21 12:17:26
687,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_250.txt,76,9.5,1.19,0.148,2022-08-21 12:20:51,2022-08-21 12:20:51,2022-08-21 12:20:51
688,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_251.txt,77,9.6,1.2,0.15,2022-08-21 12:22:04,2022-08-21 12:22:04,2022-08-21 12:22:04
689,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_252.txt,78,9.8,1.22,0.152,2022-08-21 12:22:23,2022-08-21 12:22:23,2022-08-21 12:22:23
690,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_253.txt,77,9.6,1.2,0.15,2022-08-21 12:22:40,2022-08-21 12:22:40,2022-08-21 12:22:40
691,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_254.txt,78,9.8,1.22,0.152,2022-08-21 12:22:48,2022-08-21 12:22:48,2022-08-21 12:22:48
692,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_255.txt,78,9.8,1.22,0.152,2022-08-21 12:23:38,2022-08-21 12:23:38,2022-08-21 12:23:38
693,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_256.txt,78,9.8,1.22,0.152,2022-08-21 12:23:51,2022-08-21 12:23:51,2022-08-21 12:23:51
694,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_257.txt,77,9.6,1.2,0.15,2022-08-21 12:24:30,2022-08-21 12:24:30,2022-08-21 12:24:30
695,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_258.txt,78,9.8,1.22,0.152,2022-08-21 12:25:28,2022-08-21 12:25:28,2022-08-21 12:25:28
696,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_259.txt,78,9.8,1.22,0.152,2022-08-21 12:28:31,2022-08-21 12:28:31,2022-08-21 12:28:31
697,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_260.txt,78,9.8,1.22,0.152,2022-08-21 12:31:54,2022-08-21 12:31:54,2022-08-21 12:31:54
698,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_261.txt,78,9.8,1.22,0.152,2022-08-21 13:42:51,2022-08-21 13:42:51,2022-08-21 13:42:51
699,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_262.txt,78,9.8,1.22,0.152,2022-08-21 13:43:40,2022-08-21 13:43:40,2022-08-21 13:43:40
700,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_263.txt,77,9.6,1.2,0.15,2022-08-21 13:43:58,2022-08-21 13:43:58,2022-08-21 13:43:58
701,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_264.txt,77,9.6,1.2,0.15,2022-08-21 13:48:52,2022-08-21 13:48:52,2022-08-21 13:48:52
702,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_265.txt,78,9.8,1.22,0.152,2022-08-21 13:49:43,2022-08-21 13:49:43,2022-08-21 13:49:43
703,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_266.txt,78,9.8,1.22,0.152,2022-08-21 13:50:01,2022-08-21 13:50:01,2022-08-21 13:50:01
704,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_267.txt,78,9.8,1.22,0.152,2022-08-21 13:50:55,2022-08-21 13:50:55,2022-08-21 13:50:55
705,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_268.txt,78,9.8,1.22,0.152,2022-08-21 13:51:27,2022-08-21 13:51:27,2022-08-21 13:51:27
706,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_269.txt,78,9.8,1.22,0.152,2022-08-21 13:53:58,2022-08-21 13:53:58,2022-08-21 13:53:58
707,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_270.txt,77,9.6,1.2,0.15,2022-08-21 13:57:53,2022-08-21 13:57:53,2022-08-21 13:57:53
708,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_271.txt,78,9.8,1.22,0.152,2022-08-21 13:58:29,2022-08-21 13:58:29,2022-08-21 13:58:29
709,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_272.txt,78,9.8,1.22,0.152,2022-08-21 13:59:15,2022-08-21 13:59:15,2022-08-21 13:59:15
710,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_273.txt,77,9.6,1.2,0.15,2022-08-21 13:59:54,2022-08-21 13:59:54,2022-08-21 13:59:54
711,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_274.txt,77,9.6,1.2,0.15,2022-08-21 14:00:20,2022-08-21 14:00:20,2022-08-21 14:00:20
712,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_275.txt,76,9.5,1.19,0.148,2022-08-21 14:13:45,2022-08-21 14:13:45,2022-08-21 14:13:45
713,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_276.txt,78,9.8,1.22,0.152,2022-08-21 14:14:30,2022-08-21 14:14:30,2022-08-21 14:14:30
714,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_277.txt,77,9.6,1.2,0.15,2022-08-21 14:20:14,2022-08-21 14:20:14,2022-08-21 14:20:14
715,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_278.txt,77,9.6,1.2,0.15,2022-08-21 14:20:45,2022-08-21 14:20:45,2022-08-21 14:20:45
716,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_279.txt,78,9.8,1.22,0.152,2022-08-21 14:21:48,2022-08-21 14:21:48,2022-08-21 14:21:48
717,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_280.txt,77,9.6,1.2,0.15,2022-08-21 14:23:27,2022-08-21 14:23:27,2022-08-21 14:23:27
718,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_281.txt,78,9.8,1.22,0.152,2022-08-21 14:23:43,2022-08-21 14:23:43,2022-08-21 14:23:43
719,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_282.txt,78,9.8,1.22,0.152,2022-08-21 14:24:05,2022-08-21 14:24:05,2022-08-21 14:24:05
720,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_283.txt,78,9.8,1.22,0.152,2022-08-21 14:28:03,2022-08-21 14:28:03,2022-08-21 14:28:03
721,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_284.txt,77,9.6,1.2,0.15,2022-08-21 14:28:22,2022-08-21 14:28:22,2022-08-21 14:28:22
722,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_285.txt,77,9.6,1.2,0.15,2022-08-21 14:28:36,2022-08-21 14:28:36,2022-08-21 14:28:36
723,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_286.txt,77,9.6,1.2,0.15,2022-08-21 14:30:25,2022-08-21 14:30:25,2022-08-21 14:30:25
724,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_287.txt,80,10.0,1.25,0.156,2022-08-21 14:36:51,2022-08-21 14:36:51,2022-08-21 14:36:51
725,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_288.txt,80,10.0,1.25,0.156,2022-08-21 14:36:56,2022-08-21 14:36:56,2022-08-21 14:36:56
726,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_289.txt,78,9.8,1.22,0.152,2022-08-21 14:40:00,2022-08-21 14:40:00,2022-08-21 14:40:00
727,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_290.txt,77,9.6,1.2,0.15,2022-08-21 14:45:16,2022-08-21 14:45:16,2022-08-21 14:45:16
728,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_291.txt,77,9.6,1.2,0.15,2022-08-21 14:47:10,2022-08-21 14:47:10,2022-08-21 14:47:10
729,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_292.txt,77,9.6,1.2,0.15,2022-08-21 14:47:36,2022-08-21 14:47:36,2022-08-21 14:47:36
730,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_293.txt,78,9.8,1.22,0.152,2022-08-21 14:48:28,2022-08-21 14:48:28,2022-08-21 14:48:28
731,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_294.txt,76,9.5,1.19,0.148,2022-08-21 14:50:06,2022-08-21 14:50:06,2022-08-21 14:50:06
732,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_295.txt,78,9.8,1.22,0.152,2022-08-21 14:51:39,2022-08-21 14:51:39,2022-08-21 14:51:39
733,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_296.txt,77,9.6,1.2,0.15,2022-08-21 14:52:07,2022-08-21 14:52:07,2022-08-21 14:52:07
734,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_297.txt,78,9.8,1.22,0.152,2022-08-21 14:55:25,2022-08-21 14:55:25,2022-08-21 14:55:25
735,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_298.txt,78,9.8,1.22,0.152,2022-08-21 14:56:02,2022-08-21 14:56:02,2022-08-21 14:56:02
736,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_299.txt,77,9.6,1.2,0.15,2022-08-21 14:59:11,2022-08-21 14:59:11,2022-08-21 14:59:11
737,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_300.txt,78,9.8,1.22,0.152,2022-08-21 15:10:16,2022-08-21 15:10:16,2022-08-21 15:10:16
738,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_301.txt,78,9.8,1.22,0.152,2022-08-21 15:12:44,2022-08-21 15:12:44,2022-08-21 15:12:44
739,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_302.txt,77,9.6,1.2,0.15,2022-08-21 15:17:01,2022-08-21 15:17:01,2022-08-21 15:17:01
740,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_303.txt,77,9.6,1.2,0.15,2022-08-21 15:17:13,2022-08-21 15:17:13,2022-08-21 15:17:13
741,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_304.txt,78,9.8,1.22,0.152,2022-08-21 15:17:44,2022-08-21 15:17:44,2022-08-21 15:17:44
742,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_305.txt,77,9.6,1.2,0.15,2022-08-21 15:19:13,2022-08-21 15:19:13,2022-08-21 15:19:13
743,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_306.txt,78,9.8,1.22,0.152,2022-08-21 15:19:20,2022-08-21 15:19:20,2022-08-21 15:19:20
744,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_307.txt,77,9.6,1.2,0.15,2022-08-21 15:21:45,2022-08-21 15:21:45,2022-08-21 15:21:45
745,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_308.txt,77,9.6,1.2,0.15,2022-08-21 15:23:56,2022-08-21 15:23:56,2022-08-21 15:23:56
746,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_309.txt,76,9.5,1.19,0.148,2022-08-21 15:24:15,2022-08-21 15:24:15,2022-08-21 15:24:15
747,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_310.txt,77,9.6,1.2,0.15,2022-08-21 15:24:43,2022-08-21 15:24:43,2022-08-21 15:24:43
748,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_311.txt,77,9.6,1.2,0.15,2022-08-21 15:25:19,2022-08-21 15:25:19,2022-08-21 15:25:19
749,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_312.txt,77,9.6,1.2,0.15,2022-08-21 15:29:57,2022-08-21 15:29:57,2022-08-21 15:29:57
750,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_313.txt,78,9.8,1.22,0.152,2022-08-21 15:31:20,2022-08-21 15:31:20,2022-08-21 15:31:20
751,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_314.txt,77,9.6,1.2,0.15,2022-08-21 15:37:05,2022-08-21 15:37:05,2022-08-21 15:37:05
752,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_315.txt,77,9.6,1.2,0.15,2022-08-21 15:39:27,2022-08-21 15:39:27,2022-08-21 15:39:27
753,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_316.txt,77,9.6,1.2,0.15,2022-08-21 15:40:31,2022-08-21 15:40:31,2022-08-21 15:40:31
754,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_317.txt,77,9.6,1.2,0.15,2022-08-21 15:41:18,2022-08-21 15:41:18,2022-08-21 15:41:18
755,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_318.txt,78,9.8,1.22,0.152,2022-08-21 15:43:28,2022-08-21 15:43:28,2022-08-21 15:43:28
756,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_319.txt,78,9.8,1.22,0.152,2022-08-21 15:53:33,2022-08-21 15:53:33,2022-08-21 15:53:33
757,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_320.txt,77,9.6,1.2,0.15,2022-08-21 15:54:10,2022-08-21 15:54:10,2022-08-21 15:54:10
758,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_321.txt,76,9.5,1.19,0.148,2022-08-21 15:54:29,2022-08-21 15:54:29,2022-08-21 15:54:29
759,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_322.txt,78,9.8,1.22,0.152,2022-08-21 15:54:59,2022-08-21 15:54:59,2022-08-21 15:54:59
760,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_323.txt,77,9.6,1.2,0.15,2022-08-21 15:56:54,2022-08-21 15:56:54,2022-08-21 15:56:54
761,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_324.txt,77,9.6,1.2,0.15,2022-08-21 15:57:10,2022-08-21 15:57:10,2022-08-21 15:57:10
762,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_325.txt,78,9.8,1.22,0.152,2022-08-21 15:57:32,2022-08-21 15:57:32,2022-08-21 15:57:32
763,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_326.txt,76,9.5,1.19,0.148,2022-08-21 15:58:35,2022-08-21 15:58:35,2022-08-21 15:58:35
764,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_327.txt,77,9.6,1.2,0.15,2022-08-21 15:59:40,2022-08-21 15:59:40,2022-08-21 15:59:40
765,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_328.txt,78,9.8,1.22,0.152,2022-08-21 16:07:00,2022-08-21 16:07:00,2022-08-21 16:07:00
766,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_329.txt,77,9.6,1.2,0.15,2022-08-21 16:07:49,2022-08-21 16:07:49,2022-08-21 16:07:49
767,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_330.txt,78,9.8,1.22,0.152,2022-08-21 16:11:11,2022-08-21 16:11:11,2022-08-21 16:11:11
768,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_331.txt,78,9.8,1.22,0.152,2022-08-21 16:14:00,2022-08-21 16:14:00,2022-08-21 16:14:00
769,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_332.txt,77,9.6,1.2,0.15,2022-08-21 16:14:48,2022-08-21 16:14:48,2022-08-21 16:14:48
770,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_333.txt,76,9.5,1.19,0.148,2022-08-21 16:15:19,2022-08-21 16:15:19,2022-08-21 16:15:19
771,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_334.txt,77,9.6,1.2,0.15,2022-08-21 16:18:31,2022-08-21 16:18:31,2022-08-21 16:18:31
772,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_335.txt,78,9.8,1.22,0.152,2022-08-21 16:21:08,2022-08-21 16:21:08,2022-08-21 16:21:08
773,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_336.txt,78,9.8,1.22,0.152,2022-08-21 16:22:34,2022-08-21 16:22:34,2022-08-21 16:22:34
774,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_337.txt,78,9.8,1.22,0.152,2022-08-21 16:26:46,2022-08-21 16:26:46,2022-08-21 16:26:46
775,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_338.txt,77,9.6,1.2,0.15,2022-08-21 16:31:13,2022-08-21 16:31:13,2022-08-21 16:31:13
776,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_339.txt,76,9.5,1.19,0.148,2022-08-21 16:32:36,2022-08-21 16:32:36,2022-08-21 16:32:36
777,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_340.txt,77,9.6,1.2,0.15,2022-08-21 16:34:05,2022-08-21 16:34:05,2022-08-21 16:34:05
778,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_341.txt,77,9.6,1.2,0.15,2022-08-21 16:34:46,2022-08-21 16:34:46,2022-08-21 16:34:46
779,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_342.txt,77,9.6,1.2,0.15,2022-08-21 16:38:52,2022-08-21 16:38:52,2022-08-21 16:38:52
780,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_343.txt,77,9.6,1.2,0.15,2022-08-21 16:39:40,2022-08-21 16:39:40,2022-08-21 16:39:40
781,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-26_344.txt,77,9.6,1.2,0.15,2022-08-26 18:47:43,2022-08-26 18:47:43,2022-08-26 18:47:43
782,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-26_345.txt,78,9.8,1.22,0.152,2022-08-26 18:51:17,2022-08-26 18:51:17,2022-08-26 18:51:17
783,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-27_346.txt,77,9.6,1.2,0.15,2022-08-27 00:01:21,2022-08-27 00:01:21,2022-08-27 00:01:21
784,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\routine_execution_script_test.py,279,34.9,4.36,0.545,2022-08-26 18:50:32,2022-08-19 19:22:57,2022-08-19 19:07:47
785,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\assets\button_1.png,1438,179.8,22.47,2.809,2022-08-26 18:50:31,2022-08-19 22:06:12,2022-08-19 22:06:12
786,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\assets\button_2.png,1438,179.8,22.47,2.809,2022-08-26 18:50:31,2022-08-19 22:06:15,2022-08-19 22:06:15
787,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\assets\button_3.png,252,31.5,3.94,0.492,2022-08-26 18:50:31,2022-08-19 22:06:17,2022-08-19 22:06:17
788,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\assets\button_4.png,1438,179.8,22.47,2.809,2022-08-26 18:50:31,2022-08-19 22:06:20,2022-08-19 22:06:20
789,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\assets\button_5.png,248,31.0,3.88,0.484,2022-08-26 18:50:31,2022-08-19 22:06:23,2022-08-19 22:06:23
790,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\assets\button_6.png,248,31.0,3.88,0.484,2022-08-26 18:50:31,2022-08-19 22:06:26,2022-08-19 22:06:26
791,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\set_process\build1\assets\entry_1.png,425,53.1,6.64,0.83,2022-08-26 18:50:31,2022-08-19 22:06:28,2022-08-19 22:06:28
