,file,size(byte),size(MB),size(GB),atime,mtime,ctime
338,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d8\2434ae2a4b5106323add786602e4a467ec2069,2442,0,0,2022-08-20 19:05:39,2022-07-31 16:29:56,2022-07-31 16:29:56
339,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d8\a51ec53fb8a5f5eefe3d05f8b9e28085601844,149,0,0,2022-09-04 12:11:17,2022-08-30 02:56:16,2022-08-30 02:56:16
340,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d8\de3877728a1d37a9b82f2e456691958db0c744,4407,0,0,2022-08-20 19:05:39,2022-08-05 21:07:56,2022-08-05 21:07:56
341,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d9\60fc1e7e0e99ea1a6fe5f21e295f6476ae56e1,176,0,0,2022-09-04 11:58:54,2022-08-30 02:50:57,2022-08-30 02:50:57
342,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\d9\f0f1db6163e48f33fc4dcc3a91b41183d77dd6,115,0,0,2022-08-20 19:05:39,2022-07-31 20:16:23,2022-07-31 20:16:23
343,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\da\35ed297b04bbc8490730416902a4ba6c51a380,1341,0,0,2022-08-20 19:05:39,2022-08-06 00:51:51,2022-08-06 00:51:51
344,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\db\2214ec7ce83e419ff2ff9d0a7e8766f9ef2c05,188,0,0,2022-09-04 11:58:54,2022-07-31 09:51:01,2022-07-31 09:51:01
345,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\dc\6d42db2d6cc8973fc6d7dd2d326a4f6a8e22ae,51,0,0,2022-08-20 19:05:39,2022-07-25 17:44:07,2022-07-25 17:44:07
346,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\dc\84342b6770228d4b7f7f4a043641e88cd576de,689,0,0,2022-08-20 19:05:39,2022-07-24 15:37:00,2022-07-24 15:37:00
347,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\dd\73817981a7fe8e5a65ea72927998ea77e20e99,4488,0,0,2022-08-20 19:05:39,2022-08-06 00:51:51,2022-08-06 00:51:51
348,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\de\4e1906a20a292fb44ad9d2257016e0bdadd880,115,0,0,2022-08-20 19:05:39,2022-08-08 16:45:35,2022-08-08 16:43:10
349,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\de\b8bee437e5fad7f6e66347494174d1fea6b91e,3743,0,0,2022-08-30 00:31:10,2022-08-28 15:55:44,2022-08-28 15:55:44
350,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\df\134f4bbf996fa205998065f8c2aa867f3a2f4b,222,0,0,2022-08-20 19:05:39,2022-08-19 20:04:18,2022-08-19 20:04:18
351,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\df\574370cc6fbedd54e10406fb36b060124ff070,188,0,0,2022-09-04 11:58:54,2022-07-31 00:18:28,2022-07-31 00:18:28
352,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\df\cfd56f444f9ae40e1082c07fe254cc547136cf,2837,0,0,2022-08-20 19:05:39,2022-07-01 02:00:21,2022-07-01 02:00:21
353,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e0\e2a8ee26c9bff6a5fcd3bf93ab55e895cf3d5b,174,0,0,2022-09-04 11:58:54,2022-08-14 12:35:16,2022-08-14 12:35:16
354,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e0\fee028427921cf42cc5701fe02e1cf346b2998,1560,0,0,2022-08-20 19:05:39,2022-07-29 21:27:50,2022-07-29 21:27:50
355,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e0\ffa2efea051cce7d727a4d851f97d996e9d8e2,149,0,0,2022-08-20 19:05:39,2022-08-15 09:19:55,2022-08-15 09:19:55
356,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e1\4d2cc1105c4a19f3a33dff9aac688eaebdb477,148,0,0,2022-08-20 19:05:39,2022-08-05 21:07:56,2022-08-05 21:07:56
357,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e1\6b3a5d8a1c0d0ca0417e069585224924136b21,173,0,0,2022-09-04 11:58:54,2022-08-14 11:44:17,2022-08-14 11:44:17
358,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e1\b6b04a4c5145e9c1add2f47d50b25f68af7140,165,0,0,2022-09-04 12:11:17,2022-08-30 02:56:16,2022-08-30 02:56:16
359,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e2\33226311e9002697f9f82f24644538cef42f05,149,0,0,2022-08-20 19:05:39,2022-07-25 17:44:07,2022-07-25 17:44:07
360,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e2\6f3eb48364b36b72917a23e7b57ccd3804df28,188,0,0,2022-09-04 11:58:54,2022-07-30 21:41:52,2022-07-30 21:41:52
361,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e2\8d064e2d07f5b430698ab32c124e4e0f7031a8,1337,0,0,2022-08-20 19:05:39,2022-08-05 21:07:56,2022-08-05 21:07:56
362,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e3\56846a23db9bb9cf4e1956542a6f2b29d83087,3093,0,0,2022-08-20 19:05:39,2022-08-15 17:05:48,2022-08-15 17:05:48
363,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e3\8c69facde647c3bb54539ff5031a6bd4c763a9,3732,0,0,2022-09-04 11:58:54,2022-08-28 11:57:53,2022-08-28 11:57:53
364,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e4\a4d8c6a97310f0afbca587422f48e6fe49c27d,193,0,0,2022-09-04 11:58:54,2022-07-30 17:26:29,2022-07-30 17:26:29
365,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e4\bb5ece5e04701e343359aa5e9dc7941ae45a91,1874,0,0,2022-08-20 19:05:40,2022-08-13 18:11:13,2022-08-13 18:11:13
366,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e5\ccd332d96b1aef9f49a976a4a917afc31740a7,255,0,0,2022-08-30 01:43:47,2022-08-28 16:32:56,2022-08-28 16:32:56
367,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e6\9de29bb2d1d6434b8b29ae775ad8c2e48c5391,15,0,0,2022-08-20 19:05:40,2022-08-15 17:05:49,2022-07-24 15:37:00
368,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e6\dc054293463c70c5575f8d7366535d31210332,150,0,0,2022-08-28 16:32:59,2022-08-28 13:43:25,2022-08-28 13:43:25
369,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e7\185e00e101c05562c76abbc4d22c123652eea0,2288,0,0,2022-08-28 11:57:55,2022-08-27 01:14:19,2022-08-27 01:14:19
370,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e7\763111363bac7141b948c2f6caf75f8c30540c,4474,0,0,2022-08-20 19:05:40,2022-08-05 21:22:56,2022-08-05 21:22:56
371,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e7\889f75bd16064b1a4486a0839e6cfc5b06f659,176,0,0,2022-09-04 11:58:54,2022-08-28 15:55:44,2022-08-28 15:55:44
372,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e7\e834134c807174982ee9f62dc2035bc06631d8,149,0,0,2022-08-26 18:37:37,2022-08-21 11:50:18,2022-08-21 11:50:18
373,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e8\9f24d5f8e1a21cd4e187b26b5fe7243346f258,2274,0,0,2022-08-21 11:50:20,2022-08-19 20:16:03,2022-08-19 20:16:03
374,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e8\b036de821326ab253204ccb99740bb3f0e8b49,149,0,0,2022-08-20 19:05:40,2022-08-14 11:58:28,2022-08-14 11:58:28
375,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e8\e3bbd4ecfe71da1389d86dc19059ea306a2971,2145,0,0,2022-08-20 19:05:40,2022-08-14 12:35:15,2022-08-14 12:35:15
376,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e8\ee5ceaaf1a6294bc8c3eec00625dc0cb96118e,123,0,0,2022-08-20 19:05:40,2022-07-31 01:16:49,2022-07-31 01:16:49
377,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\e9\ee3206473badefe7d298cbc7ea8d13bc9ffa3a,181,0,0,2022-09-04 11:58:54,2022-08-28 11:57:53,2022-08-28 11:57:53
378,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\eb\216ef25b1502227879abb7fcae1a85d196890b,5944,0,0,2022-08-20 19:05:40,2022-08-12 21:13:22,2022-08-12 21:13:22
379,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\eb\afc9ff2ef6dc2a251a9aff0c8c9a7222e9555a,2240,0,0,2022-08-20 19:05:40,2022-08-16 03:37:10,2022-08-16 03:37:10
380,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ec\201af88c1c7a55a158d929898f81a30466d916,202,0,0,2022-08-20 19:05:40,2022-08-19 20:16:03,2022-08-19 20:16:03
381,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ec\776056a3c6a68ad7a3687d8047a1972dcd1f9f,148,0,0,2022-08-20 19:05:40,2022-07-31 20:13:37,2022-07-31 20:13:37
382,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ec\d0d7fd464f277d0e9e42318fb99910b593fcbd,1976,0,0,2022-08-20 19:05:40,2022-08-14 11:25:39,2022-08-14 11:25:39
383,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ec\d833643ccd1f7cae3adb50d1fc9a46f0f9d751,115,0,0,2022-08-20 19:05:40,2022-08-05 19:03:49,2022-08-05 19:03:49
384,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f0\75eab865a26f579b7043819807c86f8ddc6cfb,115,0,0,2022-08-20 19:05:40,2022-07-31 19:19:15,2022-07-31 19:19:15
385,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f1\6ff38a966793c3880c610197418adbcee3b483,184,0,0,2022-09-04 11:58:54,2022-07-25 17:44:07,2022-07-25 17:44:07
386,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f1\8d10fb14d6d4ca7b3d16b2d4acb1af0d3a27d8,5016,0,0,2022-08-30 02:56:06,2022-08-30 02:07:31,2022-08-30 02:07:31
387,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f1\9534e3e9e79ae192cb587478397acb546db2aa,3449,0,0,2022-08-20 19:05:40,2022-08-19 20:04:18,2022-08-19 20:04:18
388,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f2\642079d3e1be23348b04ed7ff0618c5e786d3b,149,0,0,2022-08-20 19:05:40,2022-08-14 11:44:17,2022-08-14 11:44:17
389,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f3\2c157946fea28e4b3db04206469676ae6bed88,174,0,0,2022-09-04 11:58:54,2022-08-13 18:11:13,2022-08-13 18:11:13
390,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f3\5850007f5d2d8c352822e729735f24f0978d24,91,0,0,2022-08-20 19:05:40,2022-07-30 17:23:35,2022-07-30 17:23:35
391,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f3\99dc87b6f69b815bf22a6bf9c125924e905a75,190,0,0,2022-09-04 11:58:54,2022-08-02 21:12:49,2022-08-02 21:12:49
392,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f4\03cd80388f7cce1a2678c5f1928b48f6e482b4,1719,0,0,2022-08-20 19:05:40,2022-07-31 22:17:34,2022-07-31 22:17:34
393,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f4\50ebf0968f33ef9ac6f3caf6b71fdc0e78f6be,115,0,0,2022-08-20 19:05:40,2022-08-12 21:13:22,2022-08-12 21:13:22
394,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f4\d6420f11151c55e3c3a99524cbca9b1cd901cd,149,0,0,2022-08-20 19:05:40,2022-07-29 20:41:30,2022-07-29 20:41:30
395,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f5\56458d30d9440f1c6da73b3824056b94eb0ef4,2103,0,0,2022-08-20 19:05:40,2022-08-14 11:59:41,2022-08-14 11:59:41
396,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f5\baa1255941e89d5c268dc3e66fc55f28d88d9d,194,0,0,2022-09-04 11:58:54,2022-08-19 20:16:03,2022-08-19 20:16:03
397,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f6\187c371a26338d8302710b5654ca9e172ed312,1356,0,0,2022-08-20 19:05:40,2022-08-05 20:47:45,2022-08-05 20:47:45
398,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f7\edfba2dfe419716d0ff7f51ee7dd61abf19ac0,149,0,0,2022-08-20 19:05:40,2022-07-31 01:16:49,2022-07-31 01:16:49
399,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f8\44225f5e8a1024f1e37b0c131ec19f29ba902b,2399,0,0,2022-09-04 09:46:54,2022-08-21 16:41:24,2022-08-21 16:41:24
400,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\f9\e679576202d4e144b6c2cbd165ea2e6af8e334,150,0,0,2022-08-20 19:05:40,2022-08-12 21:13:22,2022-08-12 21:13:22
401,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\fa\2580bf2be66b9ada0ee9b37cdeba63c01c9c07,149,0,0,2022-08-20 19:05:40,2022-08-16 03:37:11,2022-08-16 03:37:11
402,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\fd\b4f5228daeeb394f60bc5471e83e60f37e2f95,120,0,0,2022-08-20 19:05:40,2022-07-01 13:16:02,2022-07-01 13:16:02
403,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\fe\ec205584a81b7542b46f7073119017c8234b6e,92,0,0,2022-08-20 19:05:41,2022-07-30 17:26:41,2022-07-30 17:26:41
404,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ff\3b6f845bf3b1bd25a57f688cab9e5f3808a5a8,149,0,0,2022-08-20 19:05:41,2022-08-05 19:03:49,2022-08-05 19:03:49
405,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ff\4b8547dd8bc3ee49c0a235e7b89980a806539c,94,0,0,2022-08-20 19:05:41,2022-07-31 19:19:15,2022-07-31 19:19:15
406,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\ff\74d7bf273c532dcb04eb3e3f71010b6fbe1872,1102,0,0,2022-08-20 19:05:41,2022-08-02 19:05:10,2022-08-02 19:05:10
407,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\pack\pack-34296dff50a9c58277cb77587de752bddff7f8e8.idx,1184,0,0,2022-09-04 12:11:17,2022-07-01 01:41:52,2022-07-01 01:41:52
408,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\objects\pack\pack-34296dff50a9c58277cb77587de752bddff7f8e8.pack,1320,0,0,2022-09-04 11:58:54,2022-07-01 01:41:52,2022-07-01 01:41:52
409,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\packed-refs,112,0,0,2022-09-04 12:11:17,2022-07-01 01:41:52,2022-07-01 01:41:52
410,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\refs\heads\main,41,0,0,2022-09-04 12:11:17,2022-08-30 02:56:16,2022-08-30 02:56:16
411,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\refs\remotes\origin\HEAD,30,0,0,2022-09-04 12:11:17,2022-09-04 11:58:53,2022-09-04 11:58:53
412,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\refs\remotes\origin\main,41,0,0,2022-09-04 12:11:17,2022-08-30 02:56:18,2022-08-30 02:56:18
413,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\refs\tags\v1.0.0-beta.0,41,0,0,2022-09-04 12:11:17,2022-08-30 02:07:37,2022-08-30 02:07:37
414,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.git\refs\tags\v1.0.0-beta.1,41,0,0,2022-09-04 12:11:17,2022-08-30 02:51:01,2022-08-30 02:51:01
415,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.gitignore,6589,0,0,2022-09-04 12:11:17,2022-07-29 20:40:31,2022-07-01 01:50:42
416,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\.vscode\launch.json,510,0,0,2022-09-04 12:11:14,2022-08-21 10:20:13,2022-08-21 10:20:13
417,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\build\lfbgui v1.0.0-beta.0.exe,36459661,34,0,2022-09-03 15:48:25,2022-08-30 01:46:33,2022-08-30 01:49:00
418,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\build\lfbgui v1.0.0-beta.1.exe,36459629,34,0,2022-09-03 15:48:25,2022-08-30 02:46:13,2022-08-30 02:46:55
419,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\LICENSE,1094,0,0,2022-08-26 18:50:31,2022-07-01 01:41:52,2022-07-01 01:41:52
420,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\Local-File-Backup.code-workspace,60,0,0,2022-08-21 16:20:59,2022-07-31 22:19:28,2022-07-24 13:55:00
421,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\README.md,9494,0,0,2022-09-04 11:58:54,2022-08-30 11:30:16,2022-07-01 01:41:52
422,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\.git.zip,230634,0,0,2022-08-30 01:51:15,2022-08-12 20:09:44,2022-08-12 20:09:42
423,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\all_accessible_files_CD.txt,202530910,193,0,2022-08-30 01:51:30,2022-07-31 01:13:24,2022-08-14 15:09:51
424,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\all_accessible_files_log.txt,38777,0,0,2022-08-30 01:51:14,2022-07-30 17:29:35,2022-08-14 11:15:48
425,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\file_log_2022-08-14_110.txt,1382,0,0,2022-08-30 01:51:14,2022-08-14 14:06:36,2022-08-14 14:06:36
426,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\file_log_2022-08-14_111.txt,1520,0,0,2022-08-30 01:51:14,2022-08-14 14:08:56,2022-08-14 14:08:56
427,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-05_77.txt,25112,0,0,2022-08-30 01:51:14,2022-08-05 20:33:05,2022-08-14 11:15:48
428,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-05_78.txt,22087,0,0,2022-08-30 01:51:14,2022-08-05 20:53:33,2022-08-14 11:15:48
429,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-05_79.txt,22087,0,0,2022-08-30 01:51:14,2022-08-05 20:55:02,2022-08-14 11:15:49
430,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-05_80.txt,40063,0,0,2022-08-30 01:51:14,2022-08-05 20:56:32,2022-08-14 11:15:49
431,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-12_104.txt,19495,0,0,2022-08-30 01:51:14,2022-08-12 21:03:29,2022-08-14 11:15:49
432,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-12_105.txt,19494,0,0,2022-08-30 01:51:14,2022-08-12 21:05:53,2022-08-14 11:15:49
433,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_108.txt,21132,0,0,2022-08-30 01:51:14,2022-08-14 11:15:49,2022-08-14 12:33:59
434,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_109.txt,20800,0,0,2022-08-30 01:51:14,2022-08-14 12:33:59,2022-08-14 12:34:33
435,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_110.txt,20973,0,0,2022-08-30 01:51:14,2022-08-14 12:34:33,2022-08-14 14:06:36
436,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_111.txt,21146,0,0,2022-08-30 01:51:14,2022-08-14 14:06:36,2022-08-14 14:08:56
437,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_112.txt,22013,0,0,2022-08-30 01:51:15,2022-08-14 14:08:56,2022-08-14 14:36:05
438,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_113.txt,22386,0,0,2022-08-30 01:51:15,2022-08-14 14:36:05,2022-08-14 14:43:16
439,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_114.txt,22554,0,0,2022-08-30 01:51:15,2022-08-14 14:43:16,2022-08-14 15:51:29
440,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_122.txt,24202,0,0,2022-08-30 01:51:15,2022-08-14 15:51:29,2022-08-14 15:59:03
441,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_125.txt,24737,0,0,2022-08-30 01:51:15,2022-08-14 15:59:03,2022-08-16 03:36:09
442,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\log_2022-08-14_126.txt,22317,0,0,2022-08-30 01:51:15,2022-08-14 16:09:09,2022-08-16 03:36:09
443,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\Multi_folder_copy_125.csv,3586,0,0,2022-08-30 01:51:15,2022-08-16 03:36:08,2022-08-16 03:36:08
444,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_124.csv,107937,0,0,2022-08-30 16:32:12,2022-08-16 03:23:27,2022-08-16 03:23:27
445,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_2022-08-14_123.txt,67356,0,0,2022-08-30 01:51:15,2022-08-14 21:41:16,2022-08-14 21:41:16
446,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_ffc\ffc.pyw,6580,0,0,2022-08-30 01:51:15,2022-08-05 21:06:24,2022-08-05 21:06:24
447,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_ffc\test_ffc_1.zip,1703,0,0,2022-08-30 01:51:15,2022-08-05 21:00:30,2022-08-05 21:11:21
448,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_ffc.zip,1703,0,0,2022-08-30 01:51:15,2022-08-05 21:00:30,2022-08-05 21:00:30
449,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\dst\test_ffc_1\ffc.pyw,6580,0,0,2022-08-30 01:51:15,2022-08-05 21:11:31,2022-08-05 21:11:31
450,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\src\.gitignore,6569,0,0,2022-08-30 01:51:15,2022-07-24 13:49:23,2022-07-29 18:57:18
451,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\backup_test\src\ffc.pyw,6580,0,0,2022-08-30 01:51:15,2022-07-24 11:30:38,2022-08-05 18:54:00
452,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\build\gui\Analysis-00.toc,334121,0,0,2022-08-30 02:46:03,2022-08-30 02:46:03,2022-08-30 02:46:03
453,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\build\gui\base_library.zip,831584,0,0,2022-08-30 02:46:12,2022-08-30 02:45:47,2022-08-30 02:45:47
454,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\build\gui\EXE-00.toc,236446,0,0,2022-08-30 02:46:14,2022-08-30 02:46:14,2022-08-30 02:46:13
